Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
31,95,11,90,partly cloudy,1010.61,1,Autumn,7,mountain,Cloudy
14,75,8,68,overcast,999.02,2,Winter,3,coastal,Rainy
32,35,8.5,13,partly cloudy,1023.67,8,Spring,9,inland,Sunny
37,93,22.5,101,partly cloudy,1002.48,9,Summer,3.5,coastal,Cloudy
30,107,18.5,82,partly cloudy,992.16,11,Summer,0.5,inland,Rainy
18,86,16,97,overcast,1013.51,3,Winter,1.5,mountain,Rainy
34,61,2,45,overcast,1010.29,3,Winter,6.5,coastal,Cloudy
21,73,2,18,overcast,1007.03,1,Spring,7,coastal,Cloudy
47,23,1.5,89,partly cloudy,895.35,9,Summer,17.5,inland,Snowy
24,75,17.5,84,overcast,999.76,3,Summer,5,mountain,Rainy
38,59,2.5,15,clear,1014.42,11,Winter,10,inland,Sunny
21,69,15.5,83,overcast,993.11,2,Winter,3,mountain,Rainy
-10,62,1,97,overcast,984.71,0,Winter,2,inland,Snowy
1,79,9,66,overcast,993.74,1,Winter,1,mountain,Snowy
20,50,13,41,partly cloudy,1000.04,4,Autumn,6.5,coastal,Cloudy
28,64,16.5,61,overcast,1006.11,3,Winter,1.5,mountain,Rainy
21,86,9.5,54,overcast,995.72,0,Spring,2.5,coastal,Rainy
21,78,9,67,overcast,1014.97,1,Winter,2,mountain,Rainy
15,76,13.5,15,partly cloudy,1008.07,3,Winter,7.5,mountain,Cloudy
29,86,5.5,94,partly cloudy,1012.01,4,Summer,3.5,mountain,Cloudy
29,73,5.5,42,partly cloudy,1010.3,1,Summer,5,coastal,Cloudy
-5,88,2.5,52,overcast,995.43,1,Winter,4.5,inland,Snowy
-12,49,13,92,cloudy,1183.76,13,Winter,14.5,inland,Sunny
-17,79,11,17,partly cloudy,859.71,10,Autumn,14,mountain,Sunny
4,88,8,53,overcast,985.4,0,Winter,1.5,mountain,Snowy
4,96,18,81,overcast,983.95,0,Winter,3,mountain,Snowy
34,70,15,77,overcast,826.24,4,Winter,18,inland,Rainy
0,65,0.5,79,partly cloudy,990.82,1,Winter,4.5,inland,Snowy
43,54,6.5,8,partly cloudy,1012.91,9,Winter,6.5,coastal,Sunny
-10,93,18,63,partly cloudy,994.99,0,Winter,5,inland,Snowy
19,53,8,16,overcast,1011.29,4,Winter,8,coastal,Cloudy
13,75,2.5,16,overcast,1008.28,2,Winter,6,coastal,Cloudy
26,49,8.5,79,cloudy,898.82,13,Winter,5,coastal,Cloudy
25,73,1,74,overcast,1051.94,5,Spring,5.5,mountain,Sunny
75,94,19,90,overcast,1002.43,14,Spring,2,mountain,Cloudy
16,76,11,67,partly cloudy,993.31,0,Summer,3,mountain,Rainy
24,78,2,32,partly cloudy,1001.51,4,Spring,7.5,mountain,Cloudy
18,79,9,30,partly cloudy,1003.92,1,Autumn,8.5,mountain,Cloudy
20,67,5,66,overcast,991.65,0,Spring,5,coastal,Rainy
44,22,1.5,0,partly cloudy,1028.32,8,Summer,8.5,coastal,Sunny
10,41,6,27,overcast,1004.04,14,Summer,11,coastal,Cloudy
12,61,6,69,overcast,1014.34,0,Autumn,2.5,coastal,Rainy
-20,38,8,61,partly cloudy,984.6,14,Spring,15,mountain,Cloudy
22,80,13.5,107,overcast,998.54,5,Winter,2,inland,Rainy
2,91,12,89,partly cloudy,984.48,0,Winter,1,inland,Snowy
10,78,8,42,partly cloudy,1007.47,1,Summer,5.5,coastal,Cloudy
0,80,14,90,partly cloudy,980.09,4,Winter,0.5,inland,Snowy
20,62,13,86,overcast,996.13,0,Autumn,4,coastal,Rainy
21,52,0,42,partly cloudy,1001.57,3,Spring,8.5,inland,Cloudy
17,79,8,65,overcast,1002.34,1,Winter,4.5,inland,Rainy
34,63,13,57,overcast,1018.02,1,Winter,1.5,coastal,Rainy
11,82,6.5,55,overcast,1010.42,0,Spring,3,inland,Rainy
39,38,8.5,13,partly cloudy,1010.68,5,Autumn,6,mountain,Sunny
10,77,3.5,18,partly cloudy,1015.94,3,Spring,8,inland,Cloudy
-9,61,3.5,51,overcast,985.96,0,Winter,2.5,mountain,Snowy
27,91,19,77,overcast,999.46,1,Spring,2,inland,Rainy
37,49,9,3,clear,1026.49,6,Autumn,7,inland,Sunny
50,107,18,86,partly cloudy,1013.01,9,Winter,4,mountain,Sunny
56,88,14.5,101,partly cloudy,1006.04,2,Summer,10.5,inland,Cloudy
19,76,5,13,partly cloudy,1004.78,3,Autumn,8.5,coastal,Cloudy
13,86,20,70,overcast,990.98,4,Summer,2,inland,Rainy
13,61,5,10,overcast,1012.69,3,Summer,5.5,mountain,Cloudy
34,64,18.5,67,partly cloudy,995.93,3,Winter,3.5,inland,Rainy
18,77,13.5,31,partly cloudy,1008.48,2,Summer,6.5,coastal,Cloudy
23,65,10.5,51,overcast,997.02,0,Autumn,1.5,coastal,Rainy
20,65,11,20,partly cloudy,1016.95,4,Winter,8,inland,Cloudy
34,72,5.5,78,overcast,990.74,1,Autumn,3.5,inland,Rainy
12,66,14.5,17,partly cloudy,1015.34,1,Summer,5,mountain,Cloudy
-1,44,10.5,91,overcast,1090.45,1,Summer,20,inland,Snowy
23,89,26,103,overcast,998.67,5,Winter,2.5,mountain,Rainy
26,81,16,91,partly cloudy,1016.25,1,Winter,1.5,inland,Rainy
41,71,18.5,72,partly cloudy,1019.88,14,Summer,4.5,mountain,Cloudy
-2,78,2.5,79,overcast,989.41,1,Winter,4.5,inland,Snowy
15,64,16,58,overcast,1019.48,3,Winter,2.5,coastal,Rainy
11,74,20,84,overcast,1002.36,2,Autumn,3.5,coastal,Rainy
16,68,14,49,partly cloudy,1009.91,2,Autumn,6.5,inland,Cloudy
27,95,14,77,partly cloudy,1019.13,7,Spring,9,inland,Cloudy
19,77,7.5,72,partly cloudy,1002.91,10,Spring,4,coastal,Cloudy
16,66,9,71,overcast,1006.19,1,Summer,4.5,inland,Rainy
28,73,10,76,partly cloudy,1007.91,3,Summer,3.5,inland,Rainy
5,74,27,71,overcast,984.53,0,Winter,3,inland,Snowy
29,77,17,69,partly cloudy,1019.66,1,Summer,2,coastal,Rainy
43,29,2,61,partly cloudy,855.21,1,Autumn,13,coastal,Rainy
34,63,8,11,overcast,1002.09,2,Summer,8.5,inland,Cloudy
33,75,17.5,94,overcast,1015.21,3,Autumn,5,mountain,Rainy
8,50,3,23,cloudy,816.14,8,Autumn,19.5,mountain,Snowy
17,66,1.5,28,cloudy,1099.65,9,Autumn,18.5,mountain,Sunny
28,60,8,26,partly cloudy,1017.02,4,Autumn,8,mountain,Cloudy
14,56,8.5,27,overcast,1006.47,2,Autumn,6.5,mountain,Cloudy
17,75,4.5,11,partly cloudy,1003.12,2,Summer,5.5,inland,Cloudy
34,75,18.5,64,overcast,992.15,3,Autumn,1,mountain,Rainy
34,68,8.5,7,partly cloudy,1020.82,7,Winter,8,mountain,Sunny
-4,90,30,100,overcast,984.37,3,Winter,4.5,inland,Snowy
-4,71,0.5,84,overcast,983.17,0,Winter,2.5,mountain,Snowy
-5,63,9.5,70,overcast,993.03,1,Winter,1.5,mountain,Snowy
27,77,4,72,partly cloudy,1017.48,4,Spring,1,inland,Cloudy
5,84,5.5,99,overcast,993.11,0,Winter,1,inland,Snowy
-7,93,15.5,54,overcast,992.53,0,Winter,2,mountain,Snowy
28,57,13,45,partly cloudy,1006.4,3,Summer,8.5,coastal,Cloudy
73,108,16.5,102,partly cloudy,1002.52,4,Winter,2.5,inland,Cloudy
12,82,18,63,overcast,990.87,3,Autumn,2.5,inland,Rainy
36,57,0.5,3,partly cloudy,1020.53,9,Autumn,8.5,inland,Sunny
20,74,39.5,84,partly cloudy,1018.9,7,Summer,1,inland,Rainy
32,77,7.5,53,overcast,1016.29,0,Winter,1.5,inland,Rainy
34,60,4,9,clear,1017.31,11,Winter,6,mountain,Sunny
19,59,9.5,84,overcast,1031.19,4,Spring,9.5,inland,Rainy
1,86,18,68,overcast,992.11,0,Winter,2.5,mountain,Snowy
44,31,4.5,57,cloudy,1069.22,6,Autumn,17.5,coastal,Rainy
35,62,10,19,clear,1022.63,11,Autumn,7,coastal,Sunny
25,94,16.5,78,partly cloudy,990.84,0,Spring,1.5,coastal,Rainy
22,72,3.5,22,overcast,1012.38,4,Autumn,5.5,coastal,Cloudy
43,34,6,32,cloudy,1117.38,5,Autumn,16,inland,Sunny
30,25,4.5,8,partly cloudy,1023.71,8,Summer,8,mountain,Sunny
13,94,9,67,overcast,994.66,0,Winter,1.5,mountain,Rainy
-7,94,10.5,55,partly cloudy,994.09,0,Winter,2,inland,Snowy
49,58,10.5,39,cloudy,979.57,1,Spring,10.5,coastal,Snowy
12,33,12,44,partly cloudy,1166.34,6,Winter,18.5,coastal,Rainy
15,50,15,22,overcast,1012.79,2,Winter,7,coastal,Cloudy
31,36,2.5,11,clear,1021.73,7,Winter,6,coastal,Sunny
13,69,12.5,68,overcast,1014.34,1,Summer,4.5,inland,Rainy
31,70,14,13,partly cloudy,1011.12,4,Summer,6.5,mountain,Cloudy
25,26,4.5,5,clear,1012.59,8,Winter,5,coastal,Sunny
30,59,3,35,overcast,1007.39,3,Winter,7,mountain,Cloudy
17,65,2.5,23,partly cloudy,1016.65,4,Spring,7.5,coastal,Cloudy
18,58,6.5,43,overcast,1011.98,1,Winter,7.5,inland,Cloudy
33,53,7.5,36,overcast,1001.37,2,Spring,5.5,inland,Cloudy
25,71,5.5,42,partly cloudy,1016.7,2,Summer,8.5,inland,Cloudy
23,57,9,4,clear,1027.74,9,Summer,8,coastal,Sunny
22,65,12.5,91,partly cloudy,1017.63,0,Autumn,2.5,coastal,Rainy
24,95,9,105,partly cloudy,1009.96,4,Spring,4,coastal,Cloudy
23,77,27,91,overcast,1016.67,4,Summer,3.5,coastal,Rainy
15,78,6,27,overcast,1005.16,1,Summer,6.5,mountain,Cloudy
39,36,9,4,partly cloudy,1025.59,11,Summer,6,inland,Sunny
18,64,6.5,75,overcast,1008.26,2,Winter,2.5,mountain,Rainy
32,65,12.5,33,partly cloudy,1005.18,4,Spring,7.5,inland,Cloudy
47,86,21,74,partly cloudy,1007.79,5,Winter,6.5,inland,Cloudy
39,28,9,7,clear,1014.81,8,Winter,5,inland,Sunny
22,74,14.5,64,overcast,994.38,0,Summer,4,mountain,Rainy
-7,91,10,77,overcast,999.14,1,Winter,4.5,mountain,Snowy
-2,97,6,60,overcast,991.12,0,Winter,3,mountain,Snowy
28,34,9.5,17,partly cloudy,1027.62,8,Summer,9.5,mountain,Sunny
20,99,7,74,overcast,1008.48,3,Winter,4.5,mountain,Rainy
46,44,5,19,partly cloudy,869.11,5,Spring,6,mountain,Cloudy
-9,89,17,87,overcast,980.71,0,Winter,1.5,inland,Snowy
-1,104,27,75,partly cloudy,989.78,1,Winter,1.5,mountain,Snowy
30,49,1.5,3,clear,1028.18,5,Summer,8,mountain,Sunny
23,58,7,7,clear,1026.41,9,Summer,7.5,coastal,Sunny
28,88,9,66,overcast,1000.65,2,Summer,4.5,coastal,Rainy
1,82,15,99,overcast,985.11,0,Winter,3,mountain,Snowy
25,70,6,16,partly cloudy,1018.75,2,Autumn,7.5,coastal,Cloudy
17,70,14.5,39,partly cloudy,1001.49,1,Autumn,8.5,coastal,Cloudy
40,76,29.5,82,overcast,992.36,9,Winter,3.5,coastal,Rainy
18,99,6,69,overcast,998.88,1,Autumn,3,mountain,Rainy
-2,49,3.5,76,cloudy,1167.69,0,Summer,14.5,inland,Rainy
10,64,12,54,partly cloudy,991.24,2,Summer,2,mountain,Rainy
34,61,14,28,overcast,1014.03,1,Summer,6,coastal,Cloudy
40,69,5,6,partly cloudy,1018.64,10,Winter,5,mountain,Sunny
26,53,12,11,overcast,1018.07,4,Winter,6,mountain,Cloudy
21,94,36.5,108,overcast,1012.36,2,Summer,2,coastal,Rainy
15,50,10,47,partly cloudy,1015.47,1,Spring,5.5,coastal,Cloudy
-11,91,9,74,overcast,988.61,4,Winter,2.5,mountain,Snowy
14,83,6,68,partly cloudy,996.79,1,Winter,2,coastal,Rainy
26,69,5.5,46,partly cloudy,1008.66,2,Summer,9,mountain,Cloudy
15,70,13,40,partly cloudy,1001.67,3,Winter,8,mountain,Cloudy
19,77,14.5,91,partly cloudy,994.14,0,Spring,2,coastal,Rainy
1,95,15.5,74,overcast,998.79,1,Winter,3,mountain,Snowy
-9,89,18.5,51,overcast,995.59,0,Winter,5,inland,Snowy
18,79,5,36,partly cloudy,1010.23,4,Summer,6,inland,Cloudy
21,68,13,45,partly cloudy,1009.24,3,Autumn,5,coastal,Cloudy
-5,93,18,60,overcast,988.73,0,Winter,4.5,mountain,Snowy
20,77,24.5,73,overcast,1007.62,12,Spring,4.5,inland,Cloudy
17,72,17.5,98,overcast,1014.75,1,Winter,1,coastal,Rainy
17,72,6,48,partly cloudy,1017.4,3,Spring,5.5,coastal,Cloudy
29,93,9,88,overcast,1009.73,3,Summer,4.5,coastal,Rainy
19,75,8.5,36,partly cloudy,1015.06,4,Winter,7.5,mountain,Cloudy
22,97,18,99,partly cloudy,1018.33,0,Autumn,4.5,coastal,Rainy
31,50,8.5,25,partly cloudy,1019.94,2,Spring,8.5,mountain,Cloudy
12,71,11,34,overcast,1015.51,4,Spring,5.5,coastal,Cloudy
30,70,16.5,75,overcast,1002.81,1,Summer,2,coastal,Rainy
38,34,6,2,clear,1028.86,6,Autumn,9,mountain,Sunny
13,21,10,84,overcast,1064.61,0,Autumn,1.5,mountain,Snowy
62,100,20.5,99,clear,1014.46,0,Summer,6.5,mountain,Sunny
29,46,5,12,clear,1014.49,5,Winter,6,coastal,Sunny
2,73,10.5,53,overcast,994.5,0,Winter,4,inland,Snowy
-10,68,5.5,63,overcast,983.2,1,Winter,3.5,mountain,Snowy
9,98,12,89,overcast,1001.84,13,Spring,0.5,coastal,Rainy
53,108,20,96,clear,1012.64,2,Autumn,1.5,inland,Sunny
31,67,10,61,overcast,997.18,3,Summer,2.5,coastal,Rainy
34,72,6,58,overcast,1003.98,1,Winter,3.5,inland,Rainy
-2,96,0.5,89,overcast,981,1,Winter,2,inland,Snowy
31,88,6,78,partly cloudy,1019.14,3,Summer,3,mountain,Rainy
7,66,8,35,cloudy,1133.94,12,Winter,0,inland,Sunny
33,32,1,9,clear,1021.14,9,Autumn,5,inland,Sunny
29,20,6,13,clear,1018.79,8,Spring,10,inland,Sunny
33,35,4,17,clear,1017.12,10,Summer,10,inland,Sunny
18,69,12,38,partly cloudy,1009.3,3,Spring,7.5,coastal,Cloudy
-7,70,4,57,partly cloudy,980.77,0,Winter,3,inland,Snowy
-8,92,1,62,partly cloudy,992.23,0,Winter,2,inland,Snowy
3,81,8,88,partly cloudy,994.38,1,Winter,4,mountain,Snowy
-6,70,9,71,overcast,982.11,1,Winter,1.5,inland,Snowy
22,26,7,19,partly cloudy,1019.24,11,Winter,9.5,coastal,Sunny
-2,93,3.5,64,partly cloudy,995.54,1,Winter,3.5,inland,Snowy
48,75,24.5,90,overcast,1001.7,8,Autumn,3,inland,Cloudy
41,69,2,0,partly cloudy,1014.21,6,Summer,6.5,inland,Sunny
28,84,11,52,overcast,1008.93,1,Spring,1.5,mountain,Rainy
18,55,11,34,partly cloudy,1003.46,1,Summer,7,inland,Cloudy
24,79,9.5,79,partly cloudy,1000.98,3,Spring,4.5,mountain,Rainy
-9,97,10,61,overcast,993.81,1,Winter,2,inland,Snowy
-8,86,12.5,68,overcast,981.43,1,Winter,1.5,mountain,Snowy
19,29,11,91,overcast,879.71,6,Winter,19,mountain,Snowy
22,64,2.5,33,overcast,1009.55,1,Autumn,9,mountain,Cloudy
15,96,10.5,84,overcast,1005.29,1,Spring,4.5,inland,Rainy
27,79,8,72,partly cloudy,1006.81,2,Autumn,4.5,coastal,Rainy
-4,84,11,59,overcast,993.75,1,Winter,3,mountain,Snowy
30,67,6,73,overcast,1146.15,11,Spring,16.5,mountain,Cloudy
47,78,11.5,48,cloudy,869.5,0,Spring,17,coastal,Sunny
-9,70,18,63,overcast,983.59,0,Winter,1.5,inland,Snowy
23,90,17,94,partly cloudy,1017.47,0,Winter,1,coastal,Rainy
19,73,19,90,overcast,1005.43,0,Summer,1.5,mountain,Rainy
16,41,10.5,81,partly cloudy,1193.06,1,Spring,15.5,coastal,Cloudy
-8,99,16,70,overcast,993.82,0,Winter,1.5,mountain,Snowy
21,92,24.5,81,overcast,1006.14,7,Autumn,1,inland,Rainy
-9,75,5,98,overcast,988.71,0,Winter,5,inland,Snowy
12,66,5.5,27,partly cloudy,1003.07,2,Winter,8,mountain,Cloudy
45,81,6.5,84,partly cloudy,1024.04,6,Winter,11,inland,Sunny
-10,31,10.5,84,partly cloudy,853.94,6,Spring,7,mountain,Sunny
70,94,36,94,overcast,1004.12,6,Winter,0.5,inland,Rainy
2,70,16.5,57,overcast,990.44,0,Winter,1.5,mountain,Snowy
51,98,9,98,clear,1021.61,1,Autumn,7,mountain,Sunny
30,52,4,49,overcast,1017.81,2,Autumn,6,inland,Cloudy
34,65,10.5,45,partly cloudy,1005.25,2,Autumn,7.5,coastal,Cloudy
0,88,3,52,overcast,981.64,1,Winter,1,inland,Snowy
29,55,7,18,clear,1022.87,7,Winter,5.5,mountain,Sunny
-19,41,5.5,16,partly cloudy,1034.63,11,Autumn,18,mountain,Cloudy
16,87,15,96,partly cloudy,1005.39,3,Spring,2,inland,Rainy
28,63,3,5,clear,1026.02,11,Spring,8.5,mountain,Sunny
-8,82,9,79,overcast,997.79,1,Winter,2,inland,Snowy
29,46,2,19,clear,1027.65,11,Autumn,5.5,coastal,Sunny
12,68,10.5,78,overcast,1014.17,0,Winter,2,coastal,Rainy
23,31,3.5,18,partly cloudy,827.69,8,Autumn,8,mountain,Sunny
28,56,4,18,clear,1020.85,7,Spring,7,mountain,Sunny
20,73,11,43,overcast,1005.72,1,Summer,8.5,mountain,Cloudy
34,63,20,72,overcast,991.86,1,Summer,3,inland,Rainy
20,62,2.5,12,clear,1029.63,8,Spring,6,coastal,Sunny
-11,34,2.5,84,overcast,881.02,13,Spring,15.5,inland,Rainy
36,50,9,10,clear,1021.05,5,Winter,5.5,inland,Sunny
12,54,7,16,partly cloudy,1008.7,2,Summer,6,coastal,Cloudy
30,22,6,10,clear,1020.21,10,Autumn,5,coastal,Sunny
16,68,17,96,overcast,1006.29,0,Spring,1.5,coastal,Rainy
34,93,34,91,overcast,1014.02,13,Winter,2,mountain,Rainy
2,96,14,90,partly cloudy,994.56,1,Winter,1.5,inland,Snowy
44,23,4.5,5,clear,1023.15,9,Winter,7,mountain,Sunny
24,60,6.5,63,overcast,998,0,Autumn,5,coastal,Rainy
27,70,8.5,42,overcast,1019.32,4,Summer,6.5,mountain,Cloudy
0,91,2,77,overcast,989.54,1,Winter,4.5,inland,Snowy
10,92,11.5,87,partly cloudy,1006,1,Winter,3.5,coastal,Rainy
-4,84,9,68,partly cloudy,993.88,0,Winter,3,mountain,Snowy
20,33,2,19,partly cloudy,1020.46,5,Spring,5.5,mountain,Sunny
38,53,3,15,clear,1015.39,8,Summer,5,coastal,Sunny
26,66,0.5,17,clear,1010.85,10,Spring,8.5,coastal,Sunny
-19,41,8,11,partly cloudy,1172.03,7,Autumn,6,coastal,Snowy
21,73,6,86,partly cloudy,1010.37,3,Winter,2,coastal,Rainy
1,22,4,92,overcast,921.39,4,Autumn,12,mountain,Sunny
28,82,32.5,103,partly cloudy,1010.22,6,Autumn,7,mountain,Cloudy
-7,82,11.5,95,overcast,998.49,1,Winter,3.5,inland,Snowy
22,84,16.5,62,overcast,1009.7,1,Spring,3,coastal,Rainy
29,55,0.5,13,overcast,1019.93,1,Winter,7.5,inland,Cloudy
4,98,18.5,74,partly cloudy,991.57,1,Winter,3,inland,Snowy
-5,71,14,57,partly cloudy,944.07,0,Winter,10.5,inland,Sunny
31,79,5,41,partly cloudy,1008.03,4,Winter,6,coastal,Cloudy
0,97,16,99,partly cloudy,995.62,1,Winter,1.5,inland,Snowy
44,67,1.5,17,partly cloudy,1021.59,6,Spring,7.5,mountain,Sunny
31,51,9.5,44,partly cloudy,1017.77,3,Summer,5,mountain,Cloudy
-10,93,8.5,58,partly cloudy,987.38,0,Winter,3.5,inland,Snowy
4,77,19.5,99,overcast,991.95,0,Winter,4.5,inland,Snowy
-7,86,22,88,overcast,985.6,6,Winter,1,inland,Snowy
24,78,18.5,54,overcast,1009.18,0,Spring,1.5,coastal,Rainy
27,67,8,23,partly cloudy,1006.44,2,Autumn,5.5,mountain,Cloudy
15,89,15.5,92,overcast,1003.07,0,Winter,4.5,coastal,Rainy
-12,47,9.5,76,cloudy,1167.73,4,Summer,5.5,mountain,Sunny
25,32,1.5,1,partly cloudy,1029.62,9,Autumn,9,inland,Sunny
35,69,7.5,1,clear,1027.84,5,Autumn,7,inland,Sunny
-8,85,11.5,80,overcast,992.47,0,Winter,2,inland,Snowy
27,99,17.5,91,overcast,991.27,2,Spring,3,coastal,Rainy
5,97,8.5,70,overcast,992.64,10,Winter,2.5,mountain,Snowy
0,84,5.5,62,overcast,991.3,1,Winter,4.5,mountain,Snowy
0,77,12.5,98,overcast,995.08,1,Winter,4,mountain,Snowy
4,98,5.5,85,partly cloudy,990.09,0,Winter,1,inland,Snowy
12,31,5,25,overcast,1055.3,6,Spring,19,mountain,Rainy
33,44,5,4,partly cloudy,1010.03,5,Winter,7,coastal,Sunny
49,76,2,90,clear,1013.22,11,Autumn,2.5,inland,Sunny
5,56,2,54,cloudy,1132.46,6,Autumn,2.5,inland,Sunny
6,89,32,103,overcast,995.62,0,Winter,2,inland,Snowy
36,68,0.5,16,clear,1017.35,5,Winter,6.5,inland,Sunny
59,75,13,79,clear,1025.4,3,Summer,8.5,mountain,Sunny
-7,97,11.5,80,overcast,999.75,0,Winter,2,mountain,Snowy
14,67,14.5,82,partly cloudy,1017.73,0,Winter,2.5,mountain,Rainy
34,88,9,96,overcast,1010.42,10,Summer,11.5,mountain,Cloudy
27,99,9.5,85,clear,1015.88,10,Autumn,4,inland,Sunny
20,94,8,54,overcast,995.2,3,Summer,2,mountain,Rainy
28,70,13,22,overcast,1016.73,3,Autumn,7,inland,Cloudy
14,68,13,63,overcast,992.68,3,Autumn,4,inland,Rainy
31,92,17,61,partly cloudy,1010.51,1,Winter,2.5,coastal,Rainy
13,44,13.5,78,overcast,865.19,3,Winter,2,inland,Rainy
3,66,16.5,84,partly cloudy,997.36,1,Winter,4.5,inland,Snowy
26,63,5.5,17,partly cloudy,1008.04,4,Summer,6.5,inland,Cloudy
-12,71,17,107,partly cloudy,996.07,8,Winter,2.5,mountain,Snowy
23,79,0.5,11,partly cloudy,1011.29,1,Spring,6.5,mountain,Cloudy
-8,71,10,91,overcast,998.32,0,Winter,1.5,mountain,Snowy
2,86,21.5,99,partly cloudy,992.52,9,Winter,5,mountain,Snowy
-8,73,7,87,overcast,992.94,1,Winter,2.5,mountain,Snowy
-4,77,18.5,75,partly cloudy,990.3,0,Winter,4.5,mountain,Snowy
28,93,10,76,clear,1021.73,9,Summer,1,coastal,Sunny
33,97,9,62,overcast,1000.41,1,Winter,1,inland,Rainy
37,28,3,5,clear,1016.72,8,Spring,8.5,coastal,Sunny
28,86,14.5,65,overcast,996.25,1,Spring,2,coastal,Rainy
-10,74,10.5,59,overcast,985.83,0,Winter,3.5,inland,Snowy
-9,88,12.5,79,overcast,988.76,0,Winter,1,inland,Snowy
21,60,6.5,95,overcast,997.16,0,Spring,2.5,inland,Rainy
37,34,4.5,7,partly cloudy,1021,11,Winter,6.5,coastal,Sunny
-9,78,16.5,54,overcast,998.72,1,Winter,2,inland,Snowy
27,105,12,103,clear,1028.21,3,Winter,7,coastal,Sunny
29,50,8,27,partly cloudy,1005.8,1,Winter,8.5,mountain,Cloudy
-6,81,21.5,90,overcast,984.81,12,Winter,1.5,mountain,Snowy
27,60,6,24,overcast,1012.08,3,Winter,8.5,mountain,Cloudy
1,82,13,99,overcast,988.25,10,Winter,1.5,mountain,Snowy
24,98,12.5,52,overcast,1019.52,0,Spring,4.5,coastal,Rainy
24,31,0.5,11,partly cloudy,1014.4,9,Winter,8.5,coastal,Sunny
32,75,8,77,partly cloudy,1025.66,7,Spring,5,mountain,Sunny
34,99,17.5,70,overcast,990.78,3,Autumn,2,inland,Rainy
34,51,8.5,10,clear,1010.11,7,Winter,8.5,mountain,Sunny
12,60,11,63,overcast,1009.03,1,Spring,4.5,coastal,Rainy
44,63,3,2,partly cloudy,1011.89,11,Spring,8.5,mountain,Sunny
14,76,9.5,75,overcast,1009.77,1,Summer,3,coastal,Rainy
38,73,8,81,partly cloudy,1007.17,14,Winter,1,mountain,Cloudy
13,61,7,18,overcast,1010.55,2,Winter,8,mountain,Cloudy
28,70,11,92,partly cloudy,1004.04,1,Spring,2,mountain,Rainy
23,95,41,99,partly cloudy,1003.48,3,Summer,2.5,inland,Rainy
24,31,6,16,clear,1013.15,5,Summer,7.5,inland,Sunny
48,79,3,74,overcast,1194.59,12,Summer,1,inland,Cloudy
47,87,43,78,partly cloudy,994.53,9,Autumn,3,coastal,Rainy
26,67,10.5,35,partly cloudy,1011.74,2,Summer,5,coastal,Cloudy
14,57,0.5,27,partly cloudy,1013.63,3,Winter,6,mountain,Cloudy
-3,63,14,62,overcast,982.54,1,Winter,2.5,inland,Snowy
31,88,40,102,overcast,1018.33,4,Autumn,1.5,mountain,Rainy
24,65,0.5,46,partly cloudy,1006.69,3,Autumn,8,inland,Cloudy
31,75,9.5,75,partly cloudy,1013.19,0,Spring,2,coastal,Rainy
16,77,13,88,overcast,1004.43,2,Winter,4.5,coastal,Rainy
42,43,4,15,clear,1013.46,6,Winter,8,inland,Sunny
-10,71,9,51,overcast,983.84,0,Winter,3,inland,Snowy
31,20,7,2,partly cloudy,1020.51,11,Spring,6,mountain,Sunny
37,38,4,1,partly cloudy,1023.97,8,Summer,8.5,mountain,Sunny
29,104,10.5,85,partly cloudy,1029.18,1,Winter,3.5,inland,Sunny
80,109,8,93,clear,1029.19,7,Summer,3,mountain,Sunny
23,35,5,17,clear,1020.09,9,Spring,6,inland,Sunny
-8,78,9,78,overcast,999.45,1,Winter,2.5,inland,Snowy
24,87,17.5,80,overcast,1006.75,2,Winter,4,coastal,Rainy
23,81,24,93,overcast,1006.73,11,Autumn,1,coastal,Rainy
41,47,8.5,5,clear,1026.73,10,Autumn,9.5,coastal,Sunny
21,92,17.5,87,overcast,1010.89,3,Winter,2.5,mountain,Rainy
26,72,3,36,partly cloudy,1012.65,2,Winter,8,mountain,Cloudy
64,95,25,108,partly cloudy,1002.57,5,Autumn,5.5,mountain,Cloudy
17,22,3.5,65,cloudy,812,11,Winter,14.5,mountain,Snowy
29,75,8,45,partly cloudy,1001.95,1,Autumn,8.5,inland,Cloudy
30,64,5.5,16,overcast,1011.05,1,Summer,5,inland,Cloudy
25,57,2,16,partly cloudy,1004.99,2,Autumn,5.5,coastal,Cloudy
21,65,11.5,49,partly cloudy,1010.53,1,Autumn,5.5,inland,Cloudy
22,63,9.5,5,partly cloudy,1024.08,10,Spring,7,coastal,Sunny
16,50,9,16,overcast,1001.3,3,Summer,7,mountain,Cloudy
37,102,24,84,partly cloudy,1019.57,3,Spring,6,coastal,Cloudy
21,88,11,81,partly cloudy,1005.55,3,Spring,4.5,coastal,Rainy
22,89,17.5,97,partly cloudy,1004.21,0,Spring,4,coastal,Rainy
29,32,3,15,clear,1012.12,11,Spring,6,coastal,Sunny
10,55,7.5,22,partly cloudy,1007.33,3,Autumn,5.5,mountain,Cloudy
27,62,3.5,48,overcast,1014.76,2,Summer,5.5,mountain,Cloudy
34,80,6.5,55,overcast,1003.04,0,Spring,2.5,coastal,Rainy
25,61,13,79,overcast,1002.02,1,Winter,2.5,inland,Rainy
